common_name,lat,lng
California poppy,37.1797533333,-122.3502666667
coast live oak,37.1859683333,-122.342025
California poppy,37.1459633333,-122.34681
Pacific poison oak,37.118775,-122.31022
Western Fence Lizard,37.1163305,-122.3304666667
Western Fence Lizard,37.1634012319,-122.3249704281
Western Fence Lizard,37.1640521379,-122.3230400836
California poppy,37.1174695,-122.3195416667
coast redwood,37.2117607613,-122.3284526675
coast redwood,37.211655,-122.32837
Western Fence Lizard,37.1163166667,-122.330505
Western Fence Lizard,37.1148945,-122.3256
Western Fence Lizard,37.104436,-122.322089
California poppy,37.2333682845,-122.4152997005
Pacific poison oak,37.119025,-122.313995
Pacific poison oak,37.1566478117,-122.3515762669
California poppy,37.1551562939,-122.3498156482
Western Fence Lizard,37.1164971667,-122.330055
coast redwood,37.1753869319,-122.2238469512
California poppy,37.0750111667,-122.2537833333
coast redwood,37.1504028329,-122.2721274006
California poppy,37.1504028329,-122.2721274006
California yerba santa,37.191712833,-122.2336168216
Western Fence Lizard,37.1192950781,-122.3196107841
Western Fence Lizard,37.1192950781,-122.3196107841
California poppy,37.1616593754,-122.3231938793
Western Fence Lizard,37.1698630559,-122.3230320732
Western Fence Lizard,37.114875,-122.3257666667
Western Fence Lizard,37.1168119345,-122.3303261503
Western Fence Lizard,37.1179816667,-122.3124483333
coast live oak,37.124515,-122.3082933333
Western Fence Lizard,37.116875,-122.3209383333
Western Fence Lizard,37.1289609023,-122.3908539178
Pacific poison oak,37.1185695,-122.3118966667
Pacific poison oak,37.2268333333,-122.4095383333
California poppy,37.2284266667,-122.411075
California yerba santa,37.1990283333,-122.201645
Pacific poison oak,37.2315883333,-122.413575
California poppy,37.2334166667,-122.4152966667
Pacific poison oak,37.1967116667,-122.3017666667
coast redwood,37.1972083333,-122.2940216667
Pacific poison oak,37.2288335404,-122.4115385704
coast redwood,37.1113811111,-122.2753822222
coast redwood,37.2330719,-122.3228855
Western Fence Lizard,37.1165,-122.3299679001
California poppy,37.1819,-122.39449
California poppy,37.1172861667,-122.31962
California poppy,37.1047833333,-122.2781133333
coast redwood,37.1696293684,-122.2231535519
coast redwood,37.1704833333,-122.223275
coast redwood,37.1703133333,-122.2233716667
coast redwood,37.1710516667,-122.22408
coast redwood,37.1711733333,-122.2243166667
California poppy,37.1008027778,-122.2787694444
Pacific poison oak,37.1167221667,-122.321
coast redwood,37.1693419496,-122.2489641639
Pacific poison oak,37.118906689,-122.3134243518
Western Fence Lizard,37.1185833346,-122.3128862122
Western Fence Lizard,37.07879768,-122.26675843
California Newt,37.2135298686,-122.1700800581
coast redwood,37.2188633333,-122.321175
coast redwood,37.224357,-122.29105
California yerba santa,37.2158033333,-122.3100083333
coast redwood,37.1691207886,-122.22265625
California poppy,36.99268,-122.1696783333
Pacific poison oak,37.116375,-122.30548
California Newt,37.1279797492,-122.2673888248
Western Fence Lizard,37.2533524567,-122.2189424307
Western Fence Lizard,37.1162333333,-122.33023
Western Fence Lizard,37.0797888333,-122.2658783333
coast redwood,37.1953196839,-122.2965402198
Western Fence Lizard,37.2199668884,-122.3126296997
California Newt,37.1144028333,-122.269705
coast redwood,37.1075166667,-122.2776333333
Pacific poison oak,37.1227639167,-122.2667594444
coast redwood,37.2534383333,-122.2180316667
Western Fence Lizard,37.117408,-122.319408
coast redwood,37.176225,-122.2459033333
California poppy,37.1173210144,-122.3194503784
Western Fence Lizard,37.1162333333,-122.3303666667
Western Fence Lizard,37.1174472236,-122.3136455341
Western Fence Lizard,37.1174472236,-122.3136455341
coast live oak,37.1199684143,-122.3070526123
coast redwood,37.1725388889,-122.2222277778
Western Fence Lizard,37.1149722222,-122.3255166667
coast redwood,37.2548714404,-122.2179546224
coast redwood,37.240256137,-122.2097683359
Pacific poison oak,37.2458124702,-122.2166918637
coast redwood,37.2506425661,-122.2232548707
coast redwood,37.2528242892,-122.2272328241
coast redwood,37.2544808733,-122.231005996
Western Fence Lizard,37.1161930968,-122.3308233669
California poppy,37.1173333333,-122.3195883333
California yerba santa,37.2181639821,-122.3129378726
coast redwood,37.1746883333,-122.2228166667
Pacific poison oak,37.1787416667,-122.2286083333
coast redwood,37.1729792,-122.2217273
California Newt,37.2034,-122.3372
Pacific poison oak,37.005142,-122.185181
California poppy,36.992802,-122.169022
coast redwood,37.1739749198,-122.2221192398
California Newt,37.1716284,-122.2227571
Western Fence Lizard,37.14980283,-122.36033667
Western Fence Lizard,37.2127737,-122.3053425
Western Fence Lizard,37.07941897,-122.26643477
Western Fence Lizard,37.117414,-122.319267
Pacific poison oak,37.15479167,-122.35646167
coast redwood,37.1772348825,-122.2170492452
coast redwood,37.1753505108,-122.2168943543
Western Fence Lizard,37.1147338575,-122.3275669207
coast redwood,37.1753505108,-122.2168943543
coast redwood,37.1753505108,-122.2168943543
coast redwood,37.2079083333,-122.3331305556
coast redwood,37.1891833333,-122.218895
Western Fence Lizard,37.1446100322,-122.3329831216
California poppy,37.1173403738,-122.3193732464
coast redwood,37.252592195,-122.2284367742
Pacific poison oak,37.24580833,-122.21326333
coast redwood,37.1721916199,-122.2217254639
Pacific poison oak,37.2474587297,-122.161240199
Mule Deer,37.1153407032,-122.3263040745
coast redwood,37.1720450857,-122.2227572277
Western Fence Lizard,37.1193354729,-122.307594493
California Newt,37.2333272457,-122.3271937296
coast redwood,37.1753505108,-122.2168943543
coast redwood,37.1753505108,-122.2168943543
California Newt,37.0979151116,-122.275274914
coast redwood,37.1753505108,-122.2168943543
California yerba santa,37.2,-122.2
California yerba santa,37.2102059152,-122.317168635
coast redwood,37.18369667,-122.22653333
coast redwood,37.1753505108,-122.2168943543
coast redwood,37.1753505108,-122.2168943543
Western Fence Lizard,37.0252557476,-122.2173504425
Western Fence Lizard,37.1350918068,-122.31276948
California Newt,37.0992770431,-122.2751454636
Western Fence Lizard,37.1351035675,-122.3128023371
Western Fence Lizard,37.1352553863,-122.3128435761
coast live oak,37.1008338928,-122.2786102295
Pacific poison oak,37.1030540466,-122.2786102295
California Newt,37.1999036608,-122.3441040545
California Newt,37.1665483701,-122.2932198561
coast redwood,37.1749396753,-122.224300902
coast redwood,37.1749396753,-122.224300902
Western Fence Lizard,37.1181221667,-122.3199783333
coast redwood,37.1128227293,-122.2771515507
California Newt,37.1160413171,-122.2713293687
California Newt,37.1104504195,-122.2740872749
California poppy,37.1046706351,-122.2786428115
California Newt,37.17758,-122.24510833
coast redwood,37.20603667,-122.33571667
California Newt,37.1446555307,-122.1967434883
California Newt,37.18425333,-122.213525
coast redwood,37.1867980957,-122.2156982422
coast redwood,37.1630447545,-122.3126629462
California Newt,37.1522,-122.1943666667
coast redwood,37.1732361111,-122.222725
California Newt,37.10551022,-122.27705042
Madrone Skin Miner,37.11623865,-122.27266095
California Newt,37.156625,-122.20497167
California Newt,37.2343434776,-122.3269935697
California Newt,37.1561991188,-122.2037491783
coast live oak,37.1164422044,-122.3050318407
Pacific poison oak,37.1167086583,-122.3041625416
California Newt,37.0806274414,-122.2411499023
Slender Banana Slug,37.0815086365,-122.2494659424
Pacific poison oak,37.25370657,-122.40189311
California yerba santa,37.16272783,-122.23504667
California Newt,37.2537706911,-122.2203040441
California Newt,37.1059507093,-122.2756326026
coast redwood,37.1694795584,-122.2495047096
Mule Deer,37.1656,-122.18800333
California Newt,37.11778883,-122.298095
Western Fence Lizard,37.15753883,-122.20173667
coast redwood,37.2031909622,-122.2200106457
California Newt,37.172175617,-122.2327136166
California Newt,37.12088043,-122.2675853223
coast redwood,37.1911493264,-122.3291013007
California Newt,37.1867307425,-122.3317950804
Western Fence Lizard,37.1180539672,-122.278167978
coast redwood,37.1723131424,-122.2493111136
California Newt,37.218904,-122.295998
coast redwood,37.1609420776,-122.2388153076
California Newt,37.1427,-122.1993716667
Madrone Skin Miner,37.14334632,-122.26021869
Western Fence Lizard,37.1159425238,-122.2728328967
California Newt,37.156234723,-122.2000415996
coast redwood,37.1217556435,-122.2687739334
California Newt,37.1201713654,-122.190416202
coast redwood,37.2415465373,-122.2123994053
coast redwood,37.2445196541,-122.2155274837
California Newt,37.2458887849,-122.2131531813
coast redwood,37.251308079,-122.2158564114
California Newt,37.18784667,-122.20970833
coast redwood,37.186655989,-122.2155241483
Western Fence Lizard,37.118725,-122.3346033333
coast redwood,37.1611472222,-122.2214138889
California Newt,37.1609583333,-122.2223805556
California Newt,37.1702151244,-122.2470105848
California Newt,37.1687103436,-122.2692406754
California Newt,37.1511974746,-122.2676083292
California Newt,37.1511974746,-122.2676083292
California Newt,37.1511974746,-122.2676083292
California Newt,37.1221902187,-122.267960334
California Newt,37.1221902187,-122.267960334
California Newt,37.1221902187,-122.267960334
California Newt,37.013212304,-122.2035637144
California poppy,37.1592390875,-122.3595851171
coast redwood,37.1922457333,-122.2557330435
California poppy,37.1548462301,-122.2917383011
California poppy,37.1491676452,-122.3566672484
coast redwood,37.2005183333,-122.19307
California Newt,37.1141090059,-122.2611101374
California Newt,37.19151667,-122.32834667
California poppy,37.2332633333,-122.4152916667
Pacific poison oak,37.2056637684,-122.334391474
California Newt,37.1086862015,-122.2731053084
Western Fence Lizard,37.1817876191,-122.3943042227
California Newt,37.1081725625,-122.2733886167
California Newt,37.14171667,-122.1582805
California Newt,37.1786396769,-122.208911616
California Newt,37.1787836637,-122.2092042725
coast live oak,37.11686641,-122.3040057971
California Newt,37.2517614147,-122.381295991
California Newt,37.2497,-122.21781167
California Newt,37.246795,-122.218125
California Newt,37.247193,-122.218353
California Newt,37.246795,-122.218125
Pacific poison oak,37.24946167,-122.21901667
California Newt,37.249375,-122.21818667
Pacific poison oak,37.1477896046,-122.3512875569
California Newt,37.187705,-122.33086333
coast redwood,37.17023333,-122.22277833
California yerba santa,37.2166407388,-122.3097587844
California yerba santa,37.2178709507,-122.3042941188
California poppy,37.14875833,-122.355055
California poppy,37.1850962,-122.3353187
California Newt,37.1616909414,-122.2297820386
California Newt,37.1717325041,-122.2475475813
coast redwood,37.1700472222,-122.2233805556
coast redwood,37.1673371549,-122.3167938119
California poppy,37.119176,-122.314648
Western Fence Lizard,37.1170694528,-122.3191280189
Western Fence Lizard,37.1144649348,-122.3270708078
coast redwood,37.1702333333,-122.22293
California poppy,37.1347503584,-122.3123135456
Western Fence Lizard,37.0790055,-122.26667
coast redwood,37.1818414284,-122.2108533062
Pacific poison oak,37.1685888222,-122.2135944721
Pacific poison oak,37.16470283,-122.33368667
California Newt,37.1670888889,-122.3172666667
California Newt,37.1671638889,-122.3173472222
California Newt,37.1675111111,-122.3172
California Newt,37.1681166667,-122.3177805556
California Newt,37.1681166667,-122.3177805556
California Newt,37.1681166667,-122.3177805556
California Newt,37.1681444444,-122.3178166667
coast redwood,37.17183,-122.2219083333
California poppy,37.1487803478,-122.3552020268
coast redwood,37.15569717,-122.16629717
Western Fence Lizard,37.1839238,-122.371448
coast redwood,37.17815,-122.3309694444
California yerba santa,37.14494717,-122.1995
California yerba santa,37.19783128,-122.19764152
Western Fence Lizard,37.00999167,-122.19376333
California yerba santa,37.1615513508,-122.3138128595
California yerba santa,37.14357783,-122.19915833
Pacific poison oak,37.0019235,-122.179749
California Newt,37.2159317762,-122.3499081911
California Newt,37.1297581093,-122.3045154118
California Newt,37.1528140619,-122.2418133169
coast redwood,37.1722116667,-122.2228466667
California Newt,37.1767027556,-122.2290134411
coast redwood,37.115949,-122.2697097
California Newt,37.115949,-122.2697097
California Newt,37.1966539228,-122.1940515563
Mule Deer,37.1562089188,-122.3595102623
California yerba santa,37.18243833,-122.2053
coast redwood,37.173995,-122.212257
coast redwood,37.2199958215,-122.3392596006
coast redwood,37.19758833,-122.18263833
California yerba santa,37.1474583333,-122.1959388889
coast redwood,37.1652118957,-122.2370847004
Western Fence Lizard,37.15575283,-122.354775
California yerba santa,37.14498617,-122.19957
California poppy,37.1665695,-122.36193
Western Fence Lizard,37.10526377,-122.27918099
Western Fence Lizard,37.10604634,-122.27677732
Western Fence Lizard,37.118812,-122.312873
Pacific poison oak,37.11816667,-122.31198
California poppy,37.1185935679,-122.3096544455
Western Fence Lizard,37.1185935679,-122.3096544455
Pacific poison oak,37.11826667,-122.31211226
coast redwood,37.1716283206,-122.2227572277
California poppy,37.1054213272,-122.277556731
Pacific poison oak,37.1873777778,-122.3283083333
Pacific poison oak,37.2438993,-122.4180045
Pacific poison oak,37.227725,-122.4104694444
California poppy,37.2332533333,-122.4152866667
Pacific poison oak,37.22845,-122.4112027778
Western Fence Lizard,37.1651823,-122.1869105
California poppy,37.23325,-122.4153361111
coast redwood,37.16677815,-122.26492279
coast redwood,37.19678833,-122.29997167
Pacific poison oak,37.1164034,-122.305432
Western Fence Lizard,37.1365338061,-122.2680825368
Pacific poison oak,37.11821117,-122.31202
coast live oak,37.1189133333,-122.30912
Western Fence Lizard,37.1187516667,-122.312885
California Newt,37.1808666667,-122.2629472222
Western Fence Lizard,37.1522515526,-122.345658727
Western Fence Lizard,37.16055845,-122.24390621
Pacific poison oak,37.0785758299,-122.2648469927
Western Fence Lizard,37.0797751704,-122.2658160091
Western Fence Lizard,37.149825,-122.36039667
Slender Banana Slug,37.003464906,-122.1763744578
Pacific poison oak,37.21367,-122.31949667
coast redwood,37.21337833,-122.32595
California yerba santa,37.1967187635,-122.1985222267
Pacific poison oak,37.1164378886,-122.3050044578
Western Fence Lizard,37.1186277778,-122.3129944444
Western Fence Lizard,37.1186277778,-122.3129944444
Western Fence Lizard,37.1409629722,-122.193938
California Newt,37.14976117,-122.27183667
California yerba santa,37.1828433333,-122.20336
California yerba santa,37.1923666667,-122.2592916667
Pacific poison oak,37.18354395,-122.37908956
coast redwood,37.1842916253,-122.2422582389
coast redwood,37.170455,-122.2227633333
coast redwood,37.1703116667,-122.2234416667
California Newt,37.1294790257,-122.2598430652
Western Fence Lizard,37.1907782,-122.234134
coast redwood,37.20421667,-122.33773833
coast live oak,37.20185,-122.33908
Pacific poison oak,37.2019291448,-122.338927106
coast live oak,37.2018472222,-122.3390972222
Pacific poison oak,37.20335,-122.33747833
coast redwood,37.2040444444,-122.3376083333
California poppy,37.2018483333,-122.3387783333
California Newt,37.16904167,-122.26260333
coast redwood,37.18414667,-122.21371333
California poppy,37.2349738029,-122.4154887029
Pacific poison oak,37.2521527778,-122.2227888889
Western Fence Lizard,37.21800333,-122.31269667
coast redwood,37.169760752,-122.2489274277
coast redwood,37.1710989807,-122.2241722674
Pacific poison oak,37.18203,-122.210655
California yerba santa,37.171628,-122.222757
coast redwood,37.2536694574,-122.1959901876
Slender Banana Slug,37.1720450857,-122.2227572277
Western Fence Lizard,37.1771844416,-122.2382988339
Western Fence Lizard,37.1686973975,-122.2533517255
Western Fence Lizard,37.227695,-122.3116
coast redwood,37.18308333,-122.21643833
Western Fence Lizard,37.1661254811,-122.1880512872
California Newt,37.1159893392,-122.2697096318
coast redwood,37.2127738,-122.3053427
coast redwood,37.2127738,-122.3053427
California Newt,37.2127738,-122.3053427
California yerba santa,37.0812060703,-122.2030340577
California yerba santa,37.19556333,-122.32565333
Pacific poison oak,37.10220833,-122.278525
coast redwood,37.1737165153,-122.2214610368
California poppy,37.165025,-122.188155
Western Fence Lizard,37.1611329722,-122.207503
coast redwood,37.1573848997,-122.2067602
coast redwood,37.17546167,-122.23460333
California Newt,37.1336901552,-122.2672362439
coast redwood,37.11135,-122.2754361111
Pacific poison oak,37.185101658,-122.3818417818
coast redwood,37.16304717,-122.312645
California poppy,37.14881117,-122.35514167
Pacific poison oak,37.156321973,-122.3556063382
Western Fence Lizard,37.0944826717,-122.2769311955
Western Fence Lizard,37.1170733333,-122.3190916667
Pacific poison oak,37.116825,-122.305725
California yerba santa,37.2135451751,-122.3219895692
Western Fence Lizard,37.0044494745,-122.1852697843
coast redwood,37.1702921185,-122.2488648116
coast redwood,37.1665229484,-122.2504940246
coast redwood,37.1648388669,-122.2519128795
California poppy,37.2189629,-122.34577921
Western Fence Lizard,37.0038105721,-122.1865869686
coast redwood,37.199025,-122.220375
coast redwood,37.174375,-122.35327833
coast live oak,37.18598,-122.33847833
coast redwood,37.1721472222,-122.221675
Western Fence Lizard,37.1192950781,-122.3196107841
Pacific poison oak,37.117033,-122.299939
Western Fence Lizard,37.0250222476,-122.2165576369
coast redwood,37.20273833,-122.15999717
Western Fence Lizard,37.1430379722,-122.342358
Western Fence Lizard,37.13239717,-122.31340833
coast redwood,37.1716284,-122.2227571
coast redwood,37.25472379,-122.21267361
Western Fence Lizard,37.00023333,-122.18016167
Western Fence Lizard,37.093021682,-122.2738484669
coast redwood,37.22200833,-122.334
coast redwood,37.22325833,-122.33315333
coast redwood,37.22347167,-122.33222167
coast redwood,37.22339167,-122.33222167
coast redwood,37.22347833,-122.33226167
coast redwood,37.22143,-122.33532
coast redwood,37.22153833,-122.33493
coast live oak,37.216255,-122.34538333
coast redwood,37.19029167,-122.32372167
coast redwood,37.19019667,-122.32361667
coast redwood,37.19312,-122.32428667
California Newt,37.1716284,-122.2227571
coast redwood,37.1978223979,-122.3177782725
coast redwood,37.198885,-122.294612
coast redwood,37.189795,-122.323985
coast redwood,37.193125,-122.324075
coast redwood,37.1954483333,-122.2951416667
coast redwood,37.1982116667,-122.286295
coast redwood,37.1973366667,-122.2793183333
coast redwood,37.1976683333,-122.2807333333
Pacific poison oak,37.0992307665,-122.2798726497
coast redwood,37.2000490721,-122.2893521936
Mule Deer,37.2002784185,-122.2882917973
coast redwood,37.1811369975,-122.2618502198
coast redwood,37.186566814,-122.2503013908
Mule Deer,37.1603678222,-122.3601218219
California poppy,37.1930578492,-122.340078934
Slender Banana Slug,37.06180283,-122.17835333
Mule Deer,37.0142781622,-122.1946653465
coast redwood,37.2534319024,-122.2103257629
coast redwood,37.2531740267,-122.2120327042
coast redwood,37.2349621,-122.3234531
California yerba santa,37.119084694,-122.1611412526
California yerba santa,37.119576255,-122.1603402302
coast redwood,37.1716284,-122.2227571
California Newt,37.1718471226,-122.2227572277
coast redwood,37.1716705315,-122.2229003906
coast redwood,37.1709166667,-122.2241138889
California Newt,37.1564666667,-122.202095
Western Fence Lizard,37.1571666667,-122.2015
Mule Deer,37.1625398226,-122.3611417793
Western Fence Lizard,37.185205,-122.396605
coast redwood,37.17293,-122.223409
California Newt,37.1859783333,-122.3419346389
coast redwood,37.1816277778,-122.2002638889
coast redwood,37.1801722222,-122.2180361111
coast redwood,37.16753131,-122.209703
California Newt,37.1306849543,-122.2185097133
California Newt,37.1306866667,-122.2185016667
coast redwood,37.1325396348,-122.2180383528
Pacific poison oak,37.0968008932,-122.2746507474
California poppy,37.0986722275,-122.2714795019
California Newt,37.1808185246,-122.3514754325
California Newt,37.18558225,-122.3479260833
California Newt,37.1894848711,-122.3247788298
coast redwood,37.1938921762,-122.3230243971
coast redwood,37.16718,-122.239901
Mule Deer,37.1193001997,-122.3083002
California Newt,37.1650305556,-122.327125
California Newt,37.230505,-122.39364667
California Newt,37.2100216667,-122.3628916667
coast live oak,37.0123666667,-122.19223
coast redwood,37.1788836495,-122.2174829143
coast redwood,37.1719608782,-122.190654874
coast redwood,37.1583670238,-122.1656588652
coast redwood,37.19025,-122.3236166667
coast redwood,37.198275169,-122.3140940786
coast live oak,37.14343274,-122.31458119
coast redwood,37.14519703,-122.31025168
coast redwood,37.2531972222,-122.2185166667
coast redwood,37.1428346744,-122.3148900787
California Newt,37.1424583866,-122.3145467858
coast live oak,37.1428032909,-122.3310791132
Pacific poison oak,37.1425820529,-122.3309011365
Pacific poison oak,37.1406164502,-122.3305608215
California Newt,37.1858710279,-122.3329850943
California Newt,37.1993366667,-122.290855
coast redwood,37.1998472222,-122.2864083333
California Newt,37.0352394426,-122.2212889831
coast redwood,37.17463333,-122.22315333
California poppy,37.1271394444,-122.3065690556
coast redwood,37.1704944444,-122.222475
California Newt,37.1981685594,-122.2927203042
coast redwood,37.2530666667,-122.2104722222
coast redwood,37.2542305556,-122.2248305556
coast redwood,37.1797325801,-122.1691126792
California Newt,37.1130638333,-122.273545
California poppy,37.0969219732,-122.2766227946
Pacific poison oak,37.0968749086,-122.2723369798
California Newt,37.1666329,-122.2509729
coast redwood,37.1703044353,-122.222213675
Western Fence Lizard,37.0153535784,-122.1933714756
Pacific poison oak,37.2273608,-122.4109773
California poppy,37.158225,-122.3601833333
coast redwood,37.1709966667,-122.2235333333
California poppy,37.1666445,-122.36148
coast redwood,37.1679295088,-122.2442072442
Pacific poison oak,37.07539299,-122.24054317
Pacific poison oak,37.08596711,-122.24825088
Pacific poison oak,37.1565201161,-122.3525038968
Pacific poison oak,37.1556301722,-122.3549966269
California yerba santa,37.1253972222,-122.248025
Western Fence Lizard,37.2546616667,-122.3834216667
California poppy,37.163028619,-122.3603377398
coast redwood,37.1913668307,-122.3240480577
California Newt,37.10886383,-122.27172167
coast live oak,37.118075,-122.3073283333
California Newt,37.1308033333,-122.2185116667
Pacific poison oak,37.2255160742,-122.406759859
California poppy,37.1172416667,-122.31917
Western Fence Lizard,37.1682202,-122.3628242
coast live oak,37.1180833333,-122.30732
California poppy,37.1998748608,-122.3930457834
Pacific poison oak,37.2546999722,-122.21648
California poppy,36.992725,-122.167799
Pacific poison oak,36.992725,-122.167799
Pacific poison oak,37.1391305,-122.3368383333
Pacific poison oak,37.1391416667,-122.336845
Pacific poison oak,37.1184721667,-122.3092633333
Western Fence Lizard,37.13093,-122.2185383333
Western Fence Lizard,37.1309317637,-122.2185378502
Western Fence Lizard,37.1657,-122.3620133333
Pacific poison oak,37.1792766667,-122.185935
California poppy,37.1901,-122.194175
coast redwood,37.1856527778,-122.1926
California poppy,37.1498528333,-122.3603583333
Pacific poison oak,37.0971445,-122.2786866667
Western Fence Lizard,37.0970611667,-122.2786333333
Western Fence Lizard,37.0248555,-122.21602
California poppy,37.0244111667,-122.2119966667
Pacific poison oak,37.254425,-122.2078866667
Western Fence Lizard,37.1187023046,-122.3091559636
coast redwood,37.1657722222,-122.2041083333
coast redwood,37.1734972222,-122.2239916667
California poppy,37.01544995,-122.1908875
Pacific poison oak,37.0254444444,-122.2159805556
Pacific poison oak,37.0754450958,-122.2306298432
coast redwood,37.0754450958,-122.2306298432
California poppy,37.0390695,-122.2276533333
California poppy,37.1455333333,-122.3456716667
coast redwood,37.2541039722,-122.2161889722
coast live oak,37.2539999722,-122.216295
coast redwood,37.1666329,-122.2509729
coast redwood,37.1661805,-122.1919116667
California poppy,37.23328,-122.4152833333
coast redwood,37.08034801,-122.24622406
Pacific poison oak,37.0825973,-122.24233907
California yerba santa,37.08451705,-122.24118047
California yerba santa,37.08480339,-122.2408931
Pacific poison oak,37.08484207,-122.24097255
Pacific poison oak,37.08624472,-122.24082865
Pacific poison oak,37.1833666667,-122.3793
Pacific poison oak,37.0789388333,-122.2663283333
Pacific poison oak,37.2257342591,-122.4086656553
California poppy,37.2470372678,-122.3954472357
California Newt,37.1669197847,-122.2509730607
coast redwood,37.2532956874,-122.2183036426
coast redwood,37.2018618,-122.1944434
California poppy,37.234325,-122.415597
Pacific poison oak,37.0398055556,-122.2280638889
California poppy,37.1049583198,-122.2781305306
Western Fence Lizard,37.1190235768,-122.3072401597
coast redwood,37.1123861667,-122.2696383333
California poppy,37.104725,-122.2782283333
coast redwood,37.1124891642,-122.2694861181
Pacific poison oak,37.0973052,-122.2743451
coast live oak,37.0973052,-122.2743451
coast redwood,37.167913,-122.318313
California poppy,37.224625,-122.4085
California yerba santa,37.1678638889,-122.1627166667
Western Fence Lizard,37.11699597,-122.30629737
Pacific poison oak,37.1615528333,-122.3274166667
California Newt,37.183425,-122.34942
California Newt,37.2497787476,-122.2198410034
coast redwood,37.165225,-122.3296133333
California poppy,37.1442445585,-122.3363798847
California poppy,37.23383,-122.41552
California Newt,37.1669197847,-122.2509730607
coast redwood,37.1933783333,-122.17063
California poppy,37.14958443,-122.35778002
coast redwood,37.19807,-122.1853866667
coast redwood,37.1702389167,-122.2228805278
Pacific poison oak,37.2272947861,-122.4102623645
coast redwood,37.1786058051,-122.1814952939
coast redwood,37.1944522246,-122.3222062328
coast redwood,37.1871633333,-122.3295883333
California yerba santa,37.1981283333,-122.2093666667
coast redwood,37.1996416667,-122.204825
coast redwood,37.1825033333,-122.210425
coast redwood,37.1832716667,-122.2123633333
Western Fence Lizard,37.1522328346,-122.3575151403
California yerba santa,37.1085805,-122.1631305
Pacific poison oak,37.10865,-122.1631305
coast live oak,37.1104361667,-122.1653221667
California poppy,37.182681,-122.3841979722
Pacific poison oak,37.1827639722,-122.3843459722
coast redwood,37.1850635289,-122.1843914545
coast redwood,37.1659778333,-122.209655
coast redwood,37.1659388333,-122.2095333333
Western Fence Lizard,37.119329324,-122.307594493
California Newt,37.1547957872,-122.2348175049
Western Fence Lizard,37.2111113889,-122.2115713889
coast redwood,37.1699521786,-122.2232141351
California yerba santa,37.1068221667,-122.1651833333
coast live oak,37.10715,-122.1635055
Pacific poison oak,37.2283472222,-122.4109194444
California poppy,37.2302202121,-122.4129239493
Western Fence Lizard,37.1187083333,-122.31282
California poppy,37.2298053867,-122.4126585398
Pacific poison oak,37.2283466667,-122.411025
Pacific poison oak,37.2284133333,-122.411095
Western Fence Lizard,37.0249142238,-122.216555856
Western Fence Lizard,37.11863,-122.3111716667
California poppy,37.1005138333,-122.2782533333
California yerba santa,37.1083721667,-122.1665805
California yerba santa,37.1076391843,-122.1639365618
coast live oak,37.1133638333,-122.16752
California yerba santa,37.1118166667,-122.1682133333
Pacific poison oak,37.0231730444,-122.2093833983
Western Fence Lizard,37.1385516667,-122.33971
California poppy,37.1496055556,-122.3578944444
California poppy,37.0135881732,-122.1966596693
California poppy,37.2200551847,-122.4046743709
Western Fence Lizard,37.156108,-122.3525889722
Western Fence Lizard,37.1148870274,-122.3259570049
California yerba santa,37.114732061,-122.1582289169
California poppy,37.0980064997,-122.2795162
Western Fence Lizard,37.1561971667,-122.352745
California Newt,37.206075,-122.3302216667
California poppy,37.2301771508,-122.4128943199
coast redwood,37.2504722222,-122.2207444444
Pacific poison oak,37.2119989727,-122.3285566801
coast redwood,37.2079590735,-122.3323812667
coast live oak,37.201695,-122.339295
coast redwood,37.21181,-122.32847
coast redwood,37.2119816667,-122.32928
coast redwood,37.2078216667,-122.3319833333
coast live oak,37.1006456219,-122.2796567783
Pacific poison oak,37.0976302478,-122.2795325371
California yerba santa,37.2443609394,-122.3244918693
coast redwood,37.2165631265,-122.3280850714
Pacific poison oak,37.117413,-122.306732
Western Fence Lizard,37.1612320242,-122.3586344951
Western Fence Lizard,37.1388083333,-122.3395616667
coast redwood,37.252272,-122.206045
coast redwood,37.1947168894,-122.3210572883
Western Fence Lizard,37.1134334,-122.3299809
California poppy,37.0251166667,-122.2166833333
California poppy,37.0251083333,-122.216705
coast redwood,37.206425,-122.33383
Western Fence Lizard,37.1163816667,-122.3064383333
California poppy,37.1424148611,-122.1911039958
Pacific poison oak,37.118880339,-122.3087713124
California yerba santa,37.19958,-122.2136616667
Pacific poison oak,37.2031866667,-122.3295133333
Pacific poison oak,37.203895,-122.33013
coast redwood,37.2064333333,-122.3340133333
Pacific poison oak,37.207005,-122.33345
coast redwood,37.2052533333,-122.334795
California poppy,37.099356126,-122.2764763075
coast live oak,37.204105,-122.33127
Western Fence Lizard,37.1682202,-122.3628242
coast redwood,37.25077,-122.2204366667
coast redwood,37.2084,-122.33096
Pacific poison oak,37.117078567,-122.3199349756
Mule Deer,37.1194911,-122.3157078961
Western Fence Lizard,37.1165916674,-122.3298246546
California poppy,37.1173666667,-122.3194716667
California poppy,37.0154592142,-122.2065935656
Western Fence Lizard,37.119329324,-122.307594493
California Newt,37.2526888889,-122.2147527778
Western Fence Lizard,37.1151083333,-122.3247866667
Western Fence Lizard,37.11913,-122.3077639
California poppy,37.1047690983,-122.2782994631
coast redwood,37.191545,-122.3240883333
coast redwood,37.1931716667,-122.32412
